,Fecha_registro,Fecha_contacto,Id,Genero,Casado,Dependientes,Educacion,Trabaja_para_el,Salario,Salario_Pareja,Credito_pedido,Plazo_prestamo,Historial_crediticio,Area_vivienda,Estatus_prestamo,Asesor_asignado
174,02/28/2019 07:40 AM,03/01/2019 01:49 PM,LP002792,Hombre,1,1,1,No,5468.0,1032.0,26.0,360.0,1,Semiurbana,1,Regina
175,02/26/2019 08:00 AM,02/27/2019 01:54 PM,LP002429,Hombre,1,1,1,Si,3466.0,1210.0,130.0,360.0,1,Rural,1,Dudley
176,02/28/2019 11:45 AM,03/01/2019 04:29 PM,LP001205,Hombre,1,0,1,No,2500.0,3796.0,120.0,360.0,1,Urbana,1,Dudley
177,02/26/2019 08:57 AM,02/27/2019 01:03 PM,LP002328,Hombre,1,0,0,No,6096.0,0.0,218.0,360.0,0,Rural,0,
178,02/26/2019 11:14 AM,02/27/2019 06:44 PM,LP001925,Mujer,0,0,1,Si,2600.0,1717.0,99.0,300.0,1,Semiurbana,0,
179,02/27/2019 08:08 AM,02/28/2019 02:03 PM,LP001922,Hombre,1,0,1,No,20667.0,0.0,,360.0,1,Rural,0,
180,02/26/2019 11:31 AM,02/27/2019 05:09 PM,LP002643,Hombre,1,2,1,No,3283.0,2035.0,148.0,360.0,1,Urbana,1,Dudley
181,02/28/2019 11:54 AM,03/01/2019 02:46 PM,LP001924,Hombre,0,0,1,No,3158.0,3053.0,89.0,360.0,1,Rural,1,Pablo
182,02/28/2019 11:45 AM,03/01/2019 01:18 PM,LP002053,Hombre,1,4,1,No,4342.0,189.0,124.0,360.0,1,Semiurbana,1,Santiago
183,02/26/2019 10:31 AM,02/27/2019 06:36 PM,LP001708,Mujer,0,0,1,No,10000.0,0.0,214.0,360.0,1,Semiurbana,0,
184,02/28/2019 07:52 AM,03/01/2019 03:55 PM,LP002600,Hombre,1,1,1,Si,2895.0,0.0,95.0,360.0,1,Semiurbana,1,Pablo
185,02/28/2019 07:44 AM,03/01/2019 03:00 PM,LP002606,Mujer,0,0,1,No,3159.0,0.0,100.0,360.0,1,Semiurbana,1,Dudley
186,02/28/2019 11:23 AM,03/01/2019 02:55 PM,LP002300,Mujer,0,0,0,No,1963.0,0.0,53.0,360.0,1,Semiurbana,1,Santiago
187,02/28/2019 07:54 AM,03/01/2019 05:01 PM,LP001327,Mujer,1,0,1,No,2484.0,2302.0,137.0,360.0,1,Semiurbana,1,Santiago
188,02/28/2019 11:33 AM,03/01/2019 02:26 PM,LP001674,Hombre,1,1,0,No,2600.0,2500.0,90.0,360.0,1,Semiurbana,1,Dudley
189,02/26/2019 09:54 AM,02/27/2019 06:16 PM,LP002418,Hombre,0,4,0,No,4707.0,1993.0,148.0,360.0,1,Semiurbana,1,Ana
190,02/26/2019 10:55 AM,02/27/2019 02:22 PM,LP002244,Hombre,1,0,1,No,2333.0,2417.0,136.0,360.0,1,Urbana,1,Ana
191,02/27/2019 09:33 AM,02/28/2019 01:02 PM,LP001027,Hombre,1,2,1,,2500.0,1840.0,109.0,360.0,1,Urbana,1,Santiago
192,02/27/2019 10:58 AM,02/28/2019 05:54 PM,LP001073,Hombre,1,2,0,No,4226.0,1040.0,110.0,360.0,1,Urbana,1,Santiago
193,02/28/2019 11:38 AM,03/01/2019 02:43 PM,LP002367,Mujer,0,1,0,No,4606.0,0.0,81.0,360.0,1,Rural,0,
194,02/27/2019 10:18 AM,02/28/2019 06:54 PM,LP002305,Mujer,0,0,1,No,4547.0,0.0,115.0,360.0,1,Semiurbana,1,Regina
195,02/26/2019 11:21 AM,02/27/2019 01:33 PM,LP002119,Hombre,1,1,0,No,4554.0,1229.0,158.0,360.0,1,Urbana,1,Dudley
196,02/28/2019 09:40 AM,03/01/2019 04:39 PM,LP001639,Mujer,1,0,1,No,3625.0,0.0,108.0,360.0,1,Semiurbana,1,Ana
197,02/26/2019 07:07 AM,02/27/2019 05:32 PM,LP001819,Hombre,1,1,0,No,6608.0,0.0,137.0,180.0,1,Urbana,1,Dudley
198,02/26/2019 07:00 AM,02/27/2019 12:42 PM,LP002964,Hombre,1,2,0,No,3987.0,1411.0,157.0,360.0,1,Rural,1,Ana
199,02/26/2019 07:57 AM,02/27/2019 02:41 PM,LP001665,Hombre,1,1,1,No,3125.0,2583.0,170.0,360.0,1,Semiurbana,0,
200,02/28/2019 08:28 AM,03/01/2019 05:26 PM,LP002341,Mujer,0,1,1,No,2600.0,0.0,160.0,360.0,1,Urbana,0,
201,02/28/2019 09:33 AM,03/01/2019 06:26 PM,LP001518,Hombre,1,1,1,No,1538.0,1425.0,30.0,360.0,1,Urbana,1,Pablo
202,02/27/2019 08:03 AM,02/28/2019 05:35 PM,LP002622,Hombre,1,2,1,No,3510.0,4416.0,243.0,360.0,1,Rural,1,Regina
203,02/27/2019 09:51 AM,02/28/2019 01:47 PM,LP002836,Hombre,0,0,1,No,3333.0,0.0,70.0,360.0,1,Urbana,1,Pablo
204,02/27/2019 08:47 AM,02/28/2019 06:03 PM,LP002626,Hombre,1,0,1,Si,2479.0,3013.0,188.0,360.0,1,Urbana,1,Santiago
205,02/26/2019 08:21 AM,02/27/2019 06:04 PM,LP002319,Hombre,1,0,1,,6256.0,0.0,160.0,360.0,1,Urbana,1,Regina
206,02/26/2019 10:03 AM,02/27/2019 12:38 PM,LP002798,Hombre,1,0,1,No,3887.0,2669.0,162.0,360.0,1,Semiurbana,1,Ana
207,02/27/2019 09:16 AM,02/28/2019 05:44 PM,LP002332,Hombre,1,0,0,No,2253.0,2033.0,110.0,360.0,1,Rural,1,Santiago
208,02/27/2019 10:18 AM,02/28/2019 02:20 PM,LP001120,Hombre,0,0,1,No,1800.0,1213.0,47.0,360.0,1,Urbana,1,Regina
209,02/28/2019 09:49 AM,03/01/2019 01:17 PM,LP001743,Hombre,1,2,1,No,4009.0,1717.0,116.0,360.0,1,Semiurbana,1,Dudley
210,02/27/2019 10:06 AM,02/28/2019 12:42 PM,LP002106,Hombre,1,0,1,Si,5503.0,4490.0,70.0,,1,Semiurbana,1,Ana
211,02/26/2019 09:30 AM,02/27/2019 02:25 PM,LP002925,,0,0,1,No,4750.0,0.0,94.0,360.0,1,Semiurbana,1,Dudley
212,02/28/2019 10:45 AM,03/01/2019 12:06 PM,LP001367,Hombre,1,1,1,No,3052.0,1030.0,100.0,360.0,1,Urbana,1,Pablo
213,02/28/2019 07:13 AM,03/01/2019 03:02 PM,LP001849,Hombre,0,0,0,No,6045.0,0.0,115.0,360.0,0,Rural,0,
214,02/27/2019 10:53 AM,02/28/2019 04:23 PM,LP002855,Hombre,1,2,1,No,16666.0,0.0,275.0,360.0,1,Urbana,1,Ana
215,02/28/2019 08:46 AM,03/01/2019 02:23 PM,LP002788,Hombre,1,0,0,No,2454.0,2333.0,181.0,360.0,0,Urbana,0,
216,02/27/2019 09:17 AM,02/28/2019 01:29 PM,LP002434,Hombre,1,2,0,No,4652.0,0.0,110.0,360.0,1,Rural,1,Pablo
217,02/26/2019 09:25 AM,02/27/2019 01:46 PM,LP001449,Hombre,0,0,1,No,3865.0,1640.0,,360.0,1,Rural,1,Santiago
218,02/28/2019 09:26 AM,03/01/2019 03:49 PM,LP002898,Hombre,1,1,1,No,1880.0,0.0,61.0,360.0,1,Rural,0,
219,02/26/2019 08:31 AM,02/27/2019 03:49 PM,LP002250,Hombre,1,0,1,No,5488.0,0.0,125.0,360.0,1,Rural,1,Pablo
220,02/27/2019 07:55 AM,02/28/2019 05:36 PM,LP002505,Hombre,1,0,1,No,4333.0,2451.0,110.0,360.0,1,Urbana,0,
221,02/26/2019 08:50 AM,02/27/2019 03:06 PM,LP001052,Hombre,1,1,1,,3717.0,2925.0,151.0,360.0,1,Semiurbana,0,
222,02/27/2019 08:21 AM,02/28/2019 06:43 PM,LP002143,Mujer,1,0,1,No,2423.0,505.0,130.0,360.0,1,Semiurbana,1,Santiago
223,02/26/2019 10:50 AM,02/27/2019 02:16 PM,LP002892,Hombre,1,2,1,No,6540.0,0.0,205.0,360.0,1,Semiurbana,1,Santiago
224,02/26/2019 07:09 AM,02/27/2019 03:51 PM,LP001514,Mujer,1,0,1,No,2330.0,4486.0,100.0,360.0,1,Semiurbana,1,Ana
225,02/27/2019 10:13 AM,02/28/2019 02:18 PM,LP002757,Mujer,1,0,0,No,3017.0,663.0,102.0,360.0,1,Semiurbana,1,Santiago
226,02/28/2019 09:52 AM,03/01/2019 05:58 PM,LP001541,Hombre,1,1,1,No,6000.0,0.0,160.0,360.0,1,Rural,1,Santiago
227,02/26/2019 11:07 AM,02/27/2019 03:30 PM,LP002948,Hombre,1,2,1,No,5780.0,0.0,192.0,360.0,1,Urbana,1,Regina
228,02/28/2019 08:51 AM,03/01/2019 12:59 PM,LP001014,Hombre,1,4,1,No,3036.0,2504.0,158.0,360.0,0,Semiurbana,0,
229,02/27/2019 10:06 AM,02/28/2019 04:24 PM,LP001256,Hombre,0,0,1,No,3750.0,4750.0,176.0,360.0,1,Urbana,0,
230,02/27/2019 09:52 AM,02/28/2019 04:35 PM,LP002690,Hombre,0,0,1,No,2500.0,0.0,55.0,360.0,1,Semiurbana,1,Dudley
231,02/26/2019 10:29 AM,02/27/2019 05:59 PM,LP002732,Hombre,0,0,0,,2550.0,2042.0,126.0,360.0,1,Rural,1,Dudley
232,02/28/2019 11:12 AM,03/01/2019 04:23 PM,LP002281,Hombre,1,0,1,No,3033.0,1459.0,95.0,360.0,1,Urbana,1,Santiago
233,02/28/2019 10:17 AM,03/01/2019 06:07 PM,LP002478,,1,0,1,Si,2083.0,4083.0,160.0,360.0,1,Semiurbana,1,Pablo
234,02/27/2019 10:34 AM,02/28/2019 12:10 PM,LP002562,Hombre,1,1,0,No,5333.0,1131.0,186.0,360.0,1,Urbana,1,Regina
235,02/27/2019 09:14 AM,02/28/2019 12:57 PM,LP001872,Hombre,0,0,1,Si,5166.0,0.0,128.0,360.0,1,Semiurbana,1,Regina
236,02/26/2019 08:31 AM,02/27/2019 04:24 PM,LP002362,Hombre,1,1,1,No,7250.0,1667.0,110.0,,0,Urbana,0,
237,02/27/2019 11:03 AM,02/28/2019 05:06 PM,LP002624,Hombre,1,0,1,No,20833.0,6667.0,480.0,360.0,1,Urbana,1,Ana
238,02/28/2019 07:23 AM,03/01/2019 01:18 PM,LP002178,Hombre,1,0,1,No,3013.0,3033.0,95.0,300.0,1,Urbana,1,Pablo
239,02/28/2019 09:15 AM,03/01/2019 12:09 PM,LP002912,Hombre,1,1,1,No,4283.0,3000.0,172.0,84.0,1,Rural,0,
240,02/28/2019 08:08 AM,03/01/2019 12:46 PM,LP001643,Hombre,1,0,1,No,2383.0,2138.0,58.0,360.0,1,Rural,1,Ana
241,02/28/2019 10:16 AM,03/01/2019 05:28 PM,LP001253,Hombre,1,4,1,Si,5266.0,1774.0,187.0,360.0,1,Semiurbana,1,Pablo
242,02/27/2019 07:14 AM,02/28/2019 06:49 PM,LP001761,Hombre,0,0,1,Si,6400.0,0.0,200.0,360.0,1,Rural,1,Dudley
243,02/26/2019 07:55 AM,02/27/2019 04:45 PM,LP001155,Mujer,1,0,0,No,1928.0,1644.0,100.0,360.0,1,Semiurbana,1,Ana
244,02/27/2019 10:19 AM,02/28/2019 02:33 PM,LP002984,Hombre,1,2,1,No,7583.0,0.0,187.0,360.0,1,Urbana,1,Santiago
245,02/28/2019 10:13 AM,03/01/2019 06:28 PM,LP002874,Hombre,0,0,1,No,3229.0,2739.0,110.0,360.0,1,Urbana,1,Pablo
246,02/28/2019 08:11 AM,03/01/2019 12:31 PM,LP001713,Hombre,1,1,1,Si,7787.0,0.0,240.0,360.0,1,Urbana,1,Dudley
247,02/27/2019 08:46 AM,02/28/2019 03:57 PM,LP002226,Hombre,1,0,1,,3333.0,2500.0,128.0,360.0,1,Semiurbana,1,Santiago
248,02/28/2019 08:44 AM,03/01/2019 02:36 PM,LP001136,Hombre,1,0,0,Si,4695.0,0.0,96.0,,1,Urbana,1,Dudley
249,02/27/2019 09:21 AM,02/28/2019 04:24 PM,LP001245,Hombre,1,2,0,Si,1875.0,1875.0,97.0,360.0,1,Semiurbana,1,Pablo
250,02/27/2019 10:45 AM,02/28/2019 06:09 PM,LP001940,Hombre,1,2,1,No,3153.0,1560.0,134.0,360.0,1,Urbana,1,Ana
251,02/26/2019 09:15 AM,02/27/2019 01:25 PM,LP001896,Hombre,1,2,1,No,3900.0,0.0,90.0,360.0,1,Semiurbana,1,Santiago
252,02/26/2019 08:08 AM,02/27/2019 02:55 PM,LP001448,,1,4,1,No,23803.0,0.0,370.0,360.0,1,Rural,1,Pablo
253,02/27/2019 11:29 AM,02/28/2019 02:54 PM,LP001578,Hombre,1,0,1,No,2439.0,3333.0,129.0,360.0,1,Rural,1,Santiago
254,02/28/2019 08:46 AM,03/01/2019 03:15 PM,LP002705,Hombre,1,0,1,No,3775.0,0.0,110.0,360.0,1,Semiurbana,1,Regina
255,02/27/2019 09:53 AM,02/28/2019 05:10 PM,LP002211,Hombre,1,0,1,No,4817.0,923.0,120.0,180.0,1,Urbana,1,Santiago
256,02/27/2019 09:35 AM,02/28/2019 02:27 PM,LP001790,Mujer,0,1,1,No,3812.0,0.0,112.0,360.0,1,Rural,1,Pablo
257,02/26/2019 10:25 AM,02/27/2019 04:39 PM,LP001865,Hombre,1,1,1,No,6083.0,4250.0,330.0,360.0,1,Urbana,1,Dudley
258,02/27/2019 08:42 AM,02/28/2019 02:44 PM,LP002741,Mujer,1,1,1,No,4608.0,2845.0,140.0,180.0,1,Semiurbana,1,Regina
259,02/28/2019 08:50 AM,03/01/2019 05:30 PM,LP002139,Hombre,1,0,1,No,9083.0,0.0,228.0,360.0,1,Semiurbana,1,Pablo
260,02/28/2019 08:06 AM,03/01/2019 06:04 PM,LP002006,Mujer,0,0,1,No,2507.0,0.0,56.0,360.0,1,Rural,1,Ana
261,02/28/2019 08:28 AM,03/01/2019 06:22 PM,LP002219,Hombre,1,4,1,No,8750.0,4996.0,130.0,360.0,1,Rural,1,Regina
262,02/27/2019 07:23 AM,02/28/2019 12:11 PM,LP002706,Hombre,1,1,0,No,5285.0,1430.0,161.0,360.0,0,Semiurbana,1,Pablo
263,02/27/2019 10:11 AM,02/28/2019 02:50 PM,LP002472,Hombre,0,2,1,No,4354.0,0.0,136.0,360.0,1,Rural,1,Pablo
264,02/28/2019 08:17 AM,03/01/2019 01:44 PM,LP001994,Mujer,0,0,1,No,2400.0,1863.0,104.0,360.0,0,Urbana,0,
265,02/28/2019 11:00 AM,03/01/2019 01:40 PM,LP001106,Hombre,1,0,1,No,2275.0,2067.0,,360.0,1,Urbana,1,Ana
266,02/28/2019 08:25 AM,03/01/2019 04:27 PM,LP001131,Hombre,1,0,1,No,3941.0,2336.0,134.0,360.0,1,Semiurbana,1,Santiago
267,02/28/2019 11:36 AM,03/01/2019 01:46 PM,LP001430,Mujer,0,0,1,No,4166.0,0.0,44.0,360.0,1,Semiurbana,1,Dudley
268,02/26/2019 09:07 AM,02/27/2019 04:54 PM,LP001630,Hombre,0,0,0,No,2333.0,1451.0,102.0,480.0,0,Urbana,0,
269,02/26/2019 08:42 AM,02/27/2019 06:57 PM,LP001637,Hombre,1,1,1,No,33846.0,0.0,260.0,360.0,1,Semiurbana,0,
270,02/28/2019 09:51 AM,03/01/2019 02:10 PM,LP002652,Hombre,0,0,1,No,5815.0,3666.0,311.0,360.0,1,Rural,0,
271,02/28/2019 11:37 AM,03/01/2019 05:48 PM,LP001310,Hombre,1,0,1,No,5695.0,4167.0,175.0,360.0,1,Semiurbana,1,Dudley
272,02/27/2019 07:33 AM,02/28/2019 05:11 PM,LP002837,Hombre,1,4,1,No,3400.0,2500.0,123.0,360.0,0,Rural,0,
273,02/26/2019 09:02 AM,02/27/2019 04:52 PM,LP001046,Hombre,1,1,1,No,5955.0,5625.0,315.0,360.0,1,Urbana,1,Regina
274,02/26/2019 11:27 AM,02/27/2019 05:08 PM,LP001722,Hombre,1,0,1,No,150.0,1800.0,135.0,360.0,1,Rural,0,
275,02/27/2019 10:46 AM,02/28/2019 06:25 PM,LP002106,Hombre,1,0,1,Si,5503.0,4490.0,70.0,,1,Semiurbana,1,Santiago
276,02/26/2019 07:03 AM,02/27/2019 06:20 PM,LP002024,,1,0,1,No,2473.0,1843.0,159.0,360.0,1,Rural,0,
277,02/26/2019 11:22 AM,02/27/2019 02:24 PM,LP002379,Hombre,0,0,1,No,6500.0,0.0,105.0,360.0,0,Rural,0,
278,02/27/2019 10:17 AM,02/28/2019 02:41 PM,LP002131,Hombre,1,2,0,No,3083.0,2168.0,126.0,360.0,1,Urbana,1,Ana
279,02/26/2019 11:48 AM,02/27/2019 03:36 PM,LP001633,Hombre,1,1,1,No,6400.0,7250.0,180.0,360.0,0,Urbana,0,
280,02/27/2019 08:08 AM,02/28/2019 03:50 PM,LP002683,Hombre,0,0,1,No,4683.0,1915.0,185.0,360.0,1,Semiurbana,0,
281,02/26/2019 09:30 AM,02/27/2019 05:07 PM,LP001250,Hombre,1,4,0,No,4755.0,0.0,95.0,,0,Semiurbana,0,
282,02/27/2019 07:47 AM,02/28/2019 04:55 PM,LP002055,Mujer,0,0,1,No,3166.0,2985.0,132.0,360.0,1,Rural,1,Ana
283,02/27/2019 10:54 AM,02/28/2019 12:03 PM,LP002692,Hombre,1,4,1,Si,5677.0,1424.0,100.0,360.0,1,Rural,1,Pablo
284,02/26/2019 09:31 AM,02/27/2019 05:50 PM,LP002634,Mujer,0,1,1,No,13262.0,0.0,40.0,360.0,1,Urbana,1,Santiago
285,02/26/2019 11:22 AM,02/27/2019 02:35 PM,LP001693,Mujer,0,0,1,No,3244.0,0.0,80.0,360.0,1,Urbana,1,Ana
286,02/27/2019 07:47 AM,02/28/2019 02:42 PM,LP002659,Hombre,1,4,1,No,3466.0,3428.0,150.0,360.0,1,Rural,1,Santiago
287,02/27/2019 07:50 AM,02/28/2019 06:18 PM,LP001776,Mujer,0,0,1,No,8333.0,0.0,280.0,360.0,1,Semiurbana,1,Regina
288,02/28/2019 10:31 AM,03/01/2019 05:11 PM,LP001319,Hombre,1,2,0,No,3273.0,1820.0,81.0,360.0,1,Urbana,1,Santiago
289,02/27/2019 11:19 AM,02/28/2019 04:52 PM,LP002795,Hombre,1,4,1,Si,10139.0,0.0,260.0,360.0,1,Semiurbana,1,Dudley
290,02/27/2019 08:08 AM,02/28/2019 02:20 PM,LP001032,Hombre,0,0,1,No,4950.0,0.0,125.0,360.0,1,Urbana,1,Regina
291,02/27/2019 08:08 AM,02/28/2019 01:22 PM,LP002936,Hombre,1,0,1,No,3859.0,3300.0,142.0,180.0,1,Rural,1,Ana
292,02/27/2019 09:55 AM,02/28/2019 06:40 PM,LP001640,Hombre,1,0,1,Si,39147.0,4750.0,120.0,360.0,1,Semiurbana,1,Santiago
293,02/26/2019 08:47 AM,02/27/2019 12:21 PM,LP001574,Hombre,1,0,1,No,3707.0,3166.0,182.0,,1,Rural,1,Pablo
294,02/27/2019 08:54 AM,02/28/2019 12:22 PM,LP002893,Hombre,0,0,1,No,1836.0,33837.0,90.0,360.0,1,Urbana,0,
295,02/27/2019 11:30 AM,02/28/2019 05:12 PM,LP001516,Mujer,1,2,1,No,14866.0,0.0,70.0,360.0,1,Urbana,1,Pablo
296,02/26/2019 08:28 AM,02/27/2019 01:27 PM,LP002625,,0,0,1,No,3583.0,0.0,96.0,360.0,1,Urbana,0,
297,02/26/2019 07:46 AM,02/27/2019 06:06 PM,LP001884,Mujer,0,1,1,No,2876.0,1560.0,90.0,360.0,1,Urbana,1,Santiago
298,02/27/2019 08:10 AM,02/28/2019 06:31 PM,LP002401,Hombre,1,0,1,No,2213.0,1125.0,,360.0,1,Urbana,1,Ana
299,02/27/2019 11:13 AM,02/28/2019 12:40 PM,LP001903,Hombre,1,0,1,No,3993.0,3274.0,207.0,360.0,1,Semiurbana,1,Santiago
300,02/27/2019 10:58 AM,02/28/2019 03:32 PM,LP002043,Mujer,0,1,1,No,3541.0,0.0,112.0,360.0,1,Semiurbana,1,Pablo
301,02/26/2019 08:42 AM,02/27/2019 03:50 PM,LP002847,Hombre,1,0,1,No,5116.0,1451.0,165.0,360.0,0,Urbana,0,
302,02/28/2019 07:59 AM,03/01/2019 03:46 PM,LP002113,Mujer,0,4,0,No,1830.0,0.0,,360.0,0,Urbana,0,
303,02/28/2019 09:14 AM,03/01/2019 12:51 PM,LP001875,Hombre,0,0,1,No,4095.0,3447.0,151.0,360.0,1,Rural,1,Ana
304,02/26/2019 07:37 AM,02/27/2019 04:07 PM,LP002689,Hombre,1,2,0,No,2192.0,1742.0,45.0,360.0,1,Semiurbana,1,Regina
305,02/28/2019 08:41 AM,03/01/2019 04:56 PM,LP001760,Hombre,1,0,1,No,4758.0,0.0,158.0,480.0,1,Semiurbana,1,Dudley
306,02/28/2019 10:36 AM,03/01/2019 03:23 PM,LP002187,Hombre,0,0,1,No,2500.0,0.0,96.0,480.0,1,Semiurbana,0,
307,02/27/2019 10:05 AM,02/28/2019 12:27 PM,LP001938,Hombre,1,2,1,No,4400.0,0.0,127.0,360.0,0,Semiurbana,0,
308,02/28/2019 09:37 AM,03/01/2019 12:25 PM,LP001100,Hombre,0,4,1,No,12500.0,3000.0,320.0,360.0,1,Rural,0,
309,02/27/2019 09:40 AM,02/28/2019 01:55 PM,LP001908,Mujer,1,0,0,No,4100.0,0.0,124.0,360.0,1,Rural,1,Pablo
310,02/26/2019 11:29 AM,02/27/2019 01:51 PM,LP002008,Hombre,1,2,1,Si,5746.0,0.0,144.0,84.0,1,Rural,1,Ana
311,02/26/2019 10:56 AM,02/27/2019 04:30 PM,LP002978,Mujer,0,0,1,No,2900.0,0.0,71.0,360.0,1,Rural,1,Santiago
312,02/28/2019 08:46 AM,03/01/2019 02:36 PM,LP001443,Mujer,0,0,1,No,3692.0,0.0,93.0,360.0,1,Rural,1,Santiago
313,02/26/2019 07:08 AM,02/27/2019 12:01 PM,LP001279,Hombre,0,0,1,No,2366.0,2531.0,136.0,360.0,1,Semiurbana,1,Santiago
314,02/28/2019 10:25 AM,03/01/2019 12:09 PM,LP002223,Hombre,1,0,1,No,4310.0,0.0,130.0,360.0,1,Semiurbana,1,Santiago
315,02/27/2019 09:40 AM,02/28/2019 03:05 PM,LP002297,Hombre,0,0,1,No,2500.0,20000.0,103.0,360.0,1,Semiurbana,1,Dudley
316,02/28/2019 07:22 AM,03/01/2019 06:04 PM,LP001977,Hombre,1,1,1,No,1625.0,1803.0,96.0,360.0,1,Urbana,1,Dudley
317,02/27/2019 11:05 AM,02/28/2019 04:23 PM,LP002255,Hombre,0,4,1,No,9167.0,0.0,185.0,360.0,1,Rural,1,Ana
318,02/27/2019 11:22 AM,02/28/2019 02:12 PM,LP001325,Hombre,0,0,0,No,3620.0,0.0,25.0,120.0,1,Semiurbana,1,Ana
319,02/27/2019 10:07 AM,02/28/2019 04:13 PM,LP002983,Hombre,1,1,1,No,8072.0,240.0,253.0,360.0,1,Urbana,1,Dudley
320,02/28/2019 09:51 AM,03/01/2019 04:43 PM,LP001036,Mujer,0,0,1,No,3510.0,0.0,76.0,360.0,0,Urbana,0,
321,02/28/2019 07:52 AM,03/01/2019 04:28 PM,LP001657,Hombre,1,0,0,No,6033.0,0.0,160.0,360.0,1,Urbana,0,
322,02/28/2019 08:44 AM,03/01/2019 02:13 PM,LP002484,Hombre,1,4,1,No,7740.0,0.0,128.0,180.0,1,Urbana,1,Regina
323,02/26/2019 11:54 AM,02/27/2019 05:41 PM,LP002863,Hombre,1,4,1,No,6406.0,0.0,150.0,360.0,1,Semiurbana,0,
324,02/27/2019 07:21 AM,02/28/2019 03:16 PM,LP002422,Hombre,0,1,1,No,37719.0,0.0,152.0,360.0,1,Semiurbana,1,Regina
325,02/28/2019 11:09 AM,03/01/2019 03:26 PM,LP002888,Hombre,0,0,1,,3182.0,2917.0,161.0,360.0,1,Urbana,1,Ana
326,02/28/2019 08:58 AM,03/01/2019 01:25 PM,LP001608,Hombre,1,2,1,No,2045.0,1619.0,101.0,360.0,1,Rural,1,Ana
327,02/26/2019 09:53 AM,02/27/2019 01:30 PM,LP002619,Hombre,1,0,0,No,3814.0,1483.0,124.0,300.0,1,Semiurbana,1,Regina
328,02/27/2019 10:35 AM,02/28/2019 01:35 PM,LP002784,Hombre,1,1,0,No,2492.0,2375.0,,360.0,1,Rural,1,Dudley
329,02/26/2019 10:15 AM,02/27/2019 01:17 PM,LP001379,Hombre,1,2,1,No,3800.0,3600.0,216.0,360.0,0,Urbana,0,
330,02/28/2019 11:57 AM,03/01/2019 04:34 PM,LP002820,Hombre,1,0,1,No,5923.0,2054.0,211.0,360.0,1,Rural,1,Santiago
331,02/28/2019 10:43 AM,03/01/2019 01:10 PM,LP001098,Hombre,1,0,1,No,3500.0,1667.0,114.0,360.0,1,Semiurbana,1,Regina
332,02/27/2019 11:26 AM,02/28/2019 01:00 PM,LP002755,Hombre,1,1,0,No,2239.0,2524.0,128.0,360.0,1,Urbana,1,Ana
333,02/26/2019 11:15 AM,02/27/2019 05:35 PM,LP001715,Hombre,1,4,0,Si,5703.0,0.0,130.0,360.0,1,Rural,1,Regina
334,02/26/2019 11:12 AM,02/27/2019 04:38 PM,LP001504,Hombre,0,0,1,Si,6950.0,0.0,175.0,180.0,1,Semiurbana,1,Santiago
335,02/27/2019 08:53 AM,02/28/2019 02:01 PM,LP001275,Hombre,1,1,1,No,3988.0,0.0,50.0,240.0,1,Urbana,1,Regina
336,02/28/2019 09:12 AM,03/01/2019 01:10 PM,LP002953,Hombre,1,4,1,No,5703.0,0.0,128.0,360.0,1,Urbana,1,Regina
337,02/26/2019 08:46 AM,02/27/2019 05:34 PM,LP001532,Hombre,1,2,0,No,2281.0,0.0,113.0,360.0,1,Rural,0,
338,02/26/2019 08:40 AM,02/27/2019 12:39 PM,LP001279,Hombre,0,0,1,No,2366.0,2531.0,136.0,360.0,1,Semiurbana,1,Regina
339,02/26/2019 10:13 AM,02/27/2019 03:11 PM,LP002409,Hombre,1,0,1,No,7901.0,1833.0,180.0,360.0,1,Rural,1,Regina
340,02/27/2019 07:47 AM,02/28/2019 01:00 PM,LP002347,Hombre,1,0,1,No,3246.0,1417.0,138.0,360.0,1,Semiurbana,1,Pablo
341,02/28/2019 10:53 AM,03/01/2019 04:19 PM,LP002615,Hombre,1,2,1,No,4865.0,5624.0,208.0,360.0,1,Semiurbana,1,Dudley
342,02/26/2019 09:02 AM,02/27/2019 02:06 PM,LP002544,Hombre,1,1,0,No,1958.0,2436.0,131.0,360.0,1,Rural,1,Pablo
343,02/26/2019 09:09 AM,02/27/2019 03:51 PM,LP001164,Mujer,0,0,1,No,4230.0,0.0,112.0,360.0,1,Semiurbana,0,
344,02/26/2019 08:29 AM,02/27/2019 05:52 PM,LP001744,Hombre,0,0,1,No,2971.0,2791.0,144.0,360.0,1,Semiurbana,1,Santiago
345,02/26/2019 11:48 AM,02/27/2019 04:29 PM,LP001743,Hombre,1,2,1,No,4009.0,1717.0,116.0,360.0,1,Semiurbana,1,Regina
346,02/28/2019 11:10 AM,03/01/2019 12:10 PM,LP001273,Hombre,1,0,1,No,6000.0,2250.0,265.0,360.0,1,Semiurbana,0,
347,02/27/2019 10:07 AM,02/28/2019 12:24 PM,LP001910,Hombre,0,1,0,Si,4053.0,2426.0,158.0,360.0,0,Urbana,0,
348,02/27/2019 10:13 AM,02/28/2019 04:06 PM,LP001882,Hombre,1,4,1,No,4333.0,1811.0,160.0,360.0,0,Urbana,1,Ana
349,02/28/2019 09:59 AM,03/01/2019 03:20 PM,LP001841,Hombre,0,0,0,Si,2583.0,2167.0,104.0,360.0,1,Rural,1,Pablo
